time,st.mix,3HE,sample.37.dnp.2um.algae,sample.194.control.2um.algae,sample.47.control.yeast,sample.54.2um.yeast,sample.110.10um.3day.control
17.1,-76,-253,95,-90,-27,-53,-30
17.10833,-77,-253,83,-92,-31,-54,-34
17.11667,-77,-252,71,-93,-33,-56,-38
17.125,-77,-252,59,-94,-34,-58,-41
17.13333,-78,-253,48,-95,-35,-60,-46
17.14167,-79,-253,37,-97,-37,-61,-51
17.15,-78,-253,27,-98,-39,-62,-55
17.15833,-79,-253,19,-99,-41,-64,-58
17.16667,-80,-251,10,-99,-43,-66,-61
17.175,-81,-251,3,-98,-44,-68,-64
17.18333,-83,-251,-3,-99,-46,-68,-65
17.19167,-84,-252,-10,-99,-48,-68,-68
17.2,-85,-252,-15,-98,-50,-68,-69
17.20833,-85,-253,-20,-96,-51,-69,-68
17.21667,-85,-254,-24,-95,-51,-69,-68
17.225,-85,-254,-27,-94,-50,-69,-68
17.23333,-85,-254,-28,-94,-49,-70,-67
17.24167,-87,-254,-28,-92,-50,-71,-66
17.25,-88,-254,-27,-90,-51,-71,-64
17.25833,-88,-254,-25,-88,-50,-71,-61
17.26667,-87,-253,-24,-85,-49,-70,-57
17.275,-87,-253,-20,-81,-49,-68,-53
17.28333,-87,-252,-15,-78,-48,-67,-48
17.29167,-87,-252,-9,-73,-46,-65,-43
17.3,-85,-252,-2,-70,-43,-63,-39
17.30833,-83,-252,6,-68,-41,-60,-34
17.31667,-83,-252,14,-63,-39,-56,-27
17.325,-83,-252,23,-58,-36,-53,-21
17.33333,-83,-252,30,-53,-33,-50,-16
17.34167,-83,-252,37,-50,-31,-47,-11
17.35,-81,-252,43,-49,-28,-43,-8
17.35833,-78,-252,48,-49,-25,-37,-5
17.36667,-73,-251,53,-50,-22,-33,-3
17.375,-66,-251,57,-52,-20,-30,-1
17.38333,-57,-252,58,-55,-18,-27,0
17.39167,-42,-252,58,-58,-16,-23,-1
17.4,-22,-251,56,-61,-14,-18,-4
17.40833,4,-250,53,-64,-13,-14,-6
17.41667,38,-250,49,-67,-12,-9,-8
17.425,85,-250,43,-69,-11,-5,-10
17.43333,147,-250,37,-71,-8,0,-14
17.44167,228,-250,31,-75,-6,5,-17
17.45,332,-249,25,-77,-4,11,-20
17.45833,463,-250,22,-80,-3,17,-23
17.46667,622,-249,17,-82,-2,23,-26
17.475,813,-248,12,-84,-2,27,-30
17.48333,1039,-247,7,-87,-2,31,-33
17.49167,1301,-247,3,-89,-1,34,-36
17.5,1598,-249,-2,-91,2,36,-38
17.50833,1931,-250,-6,-92,5,37,-41
17.51667,2293,-251,-9,-93,5,38,-43
17.525,2679,-250,-12,-94,5,37,-45
17.53333,3081,-250,-15,-96,5,34,-46
17.54167,3489,-249,-19,-96,3,30,-47
17.55,3888,-249,-22,-95,0,26,-49
17.55833,4268,-250,-25,-95,-3,23,-52
17.56667,4612,-252,-28,-96,-6,19,-54
17.575,4911,-253,-32,-97,-7,13,-55
17.58333,5154,-253,-35,-98,-9,9,-57
17.59167,5334,-255,-37,-99,-11,3,-59
17.6,5442,-256,-39,-100,-14,-2,-60
17.60833,5477,-257,-43,-100,-16,-6,-62
17.61667,5437,-257,-46,-100,-18,-8,-63
17.625,5332,-258,-48,-101,-20,-11,-65
17.63333,5167,-258,-51,-103,-22,-14,-66
17.64167,4952,-258,-52,-105,-24,-17,-68
17.65,4694,-258,-53,-106,-25,-20,-68
17.65833,4407,-257,-54,-106,-25,-23,-68
17.66667,4103,-257,-55,-106,-26,-25,-68
17.675,3794,-258,-57,-107,-26,-27,-70
17.68333,3489,-259,-58,-107,-27,-31,-71
17.69167,3194,-259,-58,-107,-28,-34,-72
17.7,2915,-260,-59,-108,-30,-37,-74
17.70833,2655,-261,-62,-108,-32,-39,-75
17.71667,2417,-261,-64,-108,-34,-40,-76
17.725,2203,-261,-65,-108,-37,-43,-77
17.73333,2013,-261,-66,-108,-40,-46,-77
17.74167,1845,-260,-66,-108,-41,-49,-79
17.75,1697,-260,-67,-108,-41,-52,-81
17.75833,1567,-261,-68,-108,-42,-53,-81
17.76667,1451,-261,-69,-108,-42,-54,-80
17.775,1348,-261,-70,-109,-43,-57,-79
17.78333,1259,-262,-71,-109,-46,-60,-79
17.79167,1181,-261,-72,-108,-48,-61,-79
17.8,1112,-261,-72,-107,-50,-61,-79
17.80833,1051,-262,-72,-107,-50,-62,-82
17.81667,998,-261,-72,-108,-51,-63,-83
17.825,952,-260,-72,-108,-50,-65,-83
17.83333,912,-261,-72,-108,-50,-66,-82
17.84167,878,-262,-72,-107,-51,-67,-82
17.85,849,-263,-73,-107,-51,-67,-83
17.85833,824,-263,-73,-107,-51,-67,-84
17.86667,803,-263,-73,-108,-52,-67,-84
17.875,786,-262,-73,-108,-52,-67,-84
17.88333,772,-262,-73,-107,-54,-67,-84
17.89167,758,-261,-73,-107,-55,-68,-83
17.9,742,-260,-73,-107,-56,-68,-82
17.90833,726,-259,-74,-108,-56,-68,-82
17.91667,708,-259,-75,-108,-55,-68,-83
17.925,690,-258,-75,-108,-56,-69,-82
17.93333,668,-258,-75,-108,-57,-69,-82
17.94167,643,-257,-74,-109,-58,-69,-83
17.95,615,-257,-74,-109,-58,-69,-82
17.95833,586,-256,-74,-109,-56,-69,-82
17.96667,557,-255,-74,-110,-55,-70,-83
17.975,529,-255,-75,-110,-55,-69,-83
17.98333,501,-255,-75,-110,-57,-69,-82
17.99167,478,-254,-76,-109,-56,-68,-82
18,460,-253,-77,-110,-55,-69,-81
18.00833,448,-251,-76,-110,-54,-69,-80
18.01667,444,-250,-76,-111,-55,-69,-79
18.025,448,-248,-76,-111,-54,-69,-79
18.03333,462,-247,-75,-112,-54,-70,-80
18.04167,485,-246,-76,-112,-54,-71,-80
18.05,517,-245,-76,-111,-55,-72,-80
18.05833,558,-244,-77,-111,-56,-72,-79
18.06667,608,-242,-77,-111,-56,-73,-78
18.075,663,-241,-78,-111,-56,-73,-78
18.08333,722,-241,-78,-111,-57,-72,-78
18.09167,782,-240,-79,-111,-57,-71,-78
18.1,841,-239,-79,-111,-55,-71,-78
18.10833,896,-238,-79,-111,-55,-71,-79
18.11667,943,-238,-78,-111,-55,-71,-78
18.125,982,-239,-78,-112,-56,-71,-78
18.13333,1011,-240,-78,-111,-56,-72,-79
18.14167,1026,-239,-78,-111,-56,-72,-79
18.15,1028,-238,-79,-110,-57,-73,-78
18.15833,1018,-238,-79,-109,-58,-73,-78
18.16667,993,-238,-77,-109,-58,-73,-78
18.175,956,-238,-76,-109,-58,-73,-79
18.18333,910,-237,-76,-109,-58,-72,-80
18.19167,856,-237,-76,-108,-57,-71,-81
18.2,797,-237,-77,-108,-55,-71,-81
18.20833,735,-237,-78,-108,-54,-71,-81
18.21667,672,-238,-78,-109,-54,-72,-82
18.225,608,-237,-77,-109,-54,-72,-83
18.23333,546,-236,-76,-110,-54,-71,-83
18.24167,487,-237,-76,-111,-55,-71,-83
18.25,434,-237,-76,-111,-55,-71,-83
18.25833,384,-237,-77,-110,-56,-71,-83
18.26667,339,-238,-76,-110,-55,-71,-83
18.275,299,-239,-76,-110,-54,-72,-83
18.28333,263,-239,-76,-110,-55,-72,-83
18.29167,233,-239,-75,-111,-55,-72,-83
18.3,207,-239,-76,-111,-55,-72,-84
18.30833,184,-239,-77,-110,-55,-72,-84
18.31667,165,-239,-76,-110,-56,-71,-85
18.325,148,-238,-76,-111,-57,-72,-86
18.33333,132,-239,-77,-111,-58,-73,-86
18.34167,119,-239,-77,-112,-57,-73,-87
18.35,111,-239,-76,-112,-57,-74,-86
18.35833,107,-239,-76,-111,-57,-75,-84
18.36667,108,-238,-76,-112,-57,-75,-83
18.375,115,-238,-75,-112,-58,-75,-84
18.38333,130,-238,-76,-111,-58,-75,-83
18.39167,154,-237,-76,-111,-59,-75,-82
18.4,190,-237,-76,-110,-60,-76,-83
18.40833,242,-238,-77,-109,-59,-76,-83
18.41667,311,-238,-77,-109,-59,-76,-83
18.425,402,-239,-78,-109,-59,-75,-83
18.43333,519,-239,-79,-109,-59,-75,-85
18.44167,665,-240,-80,-109,-59,-75,-86
18.45,842,-241,-79,-110,-59,-75,-86
18.45833,1053,-242,-80,-111,-59,-75,-85
18.46667,1297,-243,-80,-112,-60,-75,-84
18.475,1576,-244,-79,-112,-62,-75,-83
18.48333,1889,-244,-80,-112,-61,-75,-84
18.49167,2230,-245,-80,-112,-61,-75,-84
18.5,2592,-246,-80,-112,-60,-74,-84
18.50833,2964,-247,-80,-113,-59,-73,-83
18.51667,3339,-249,-80,-112,-61,-73,-83
18.525,3703,-250,-80,-110,-60,-73,-83
18.53333,4042,-251,-81,-109,-60,-74,-83
18.54167,4341,-253,-82,-109,-61,-74,-84
18.55,4589,-254,-81,-110,-61,-73,-85
18.55833,4777,-254,-79,-110,-61,-74,-86
18.56667,4896,-253,-78,-110,-60,-74,-86
18.575,4943,-252,-77,-110,-59,-74,-86
18.58333,4919,-252,-78,-111,-59,-75,-86
18.59167,4829,-253,-78,-111,-58,-75,-86
18.6,4678,-252,-78,-111,-59,-76,-86
18.60833,4477,-251,-78,-111,-59,-75,-86
18.61667,4235,-249,-78,-111,-60,-75,-86
18.625,3967,-247,-79,-111,-59,-75,-86
18.63333,3687,-244,-79,-111,-59,-74,-85
18.64167,3402,-242,-79,-111,-60,-74,-84
18.65,3124,-241,-79,-112,-60,-74,-85
18.65833,2858,-237,-79,-112,-60,-74,-85
18.66667,2612,-232,-79,-112,-60,-74,-85
18.675,2389,-228,-79,-112,-59,-74,-85
18.68333,2190,-222,-78,-111,-59,-74,-86
18.69167,2020,-214,-78,-110,-58,-74,-86
18.7,1876,-205,-78,-110,-57,-75,-87
18.70833,1756,-197,-78,-110,-57,-75,-87
18.71667,1657,-188,-79,-111,-58,-75,-88
18.725,1576,-178,-79,-110,-58,-75,-88
18.73333,1512,-167,-80,-110,-58,-74,-88
18.74167,1461,-154,-79,-110,-57,-74,-86
18.75,1422,-142,-78,-109,-57,-73,-86
18.75833,1390,-130,-78,-109,-58,-73,-85
18.76667,1365,-119,-79,-110,-59,-73,-84
18.775,1345,-108,-79,-110,-59,-73,-84
18.78333,1329,-99,-79,-110,-58,-74,-84
18.79167,1314,-92,-79,-110,-58,-74,-83
18.8,1299,-84,-78,-109,-58,-73,-82
18.80833,1285,-81,-78,-108,-57,-73,-82
18.81667,1272,-80,-78,-108,-56,-72,-82
18.825,1256,-82,-78,-107,-56,-71,-82
18.83333,1238,-86,-77,-108,-56,-70,-81
18.84167,1216,-92,-76,-108,-56,-69,-79
18.85,1190,-99,-76,-108,-55,-69,-78
18.85833,1160,-107,-76,-108,-54,-70,-78
18.86667,1125,-114,-76,-109,-53,-71,-79
18.875,1084,-122,-76,-108,-53,-72,-79
18.88333,1040,-131,-76,-107,-53,-71,-78
18.89167,990,-139,-76,-107,-52,-70,-78
18.9,935,-147,-76,-106,-52,-70,-79
18.90833,875,-153,-73,-105,-52,-70,-78
18.91667,813,-160,-73,-105,-52,-70,-77
18.925,748,-166,-74,-106,-53,-69,-76
18.93333,683,-171,-74,-106,-54,-68,-76
18.94167,619,-175,-75,-106,-54,-68,-76
18.95,557,-179,-76,-105,-53,-68,-75
18.95833,496,-183,-77,-106,-52,-67,-76
18.96667,439,-185,-76,-106,-50,-66,-76
18.975,386,-187,-74,-106,-50,-66,-77
18.98333,337,-189,-71,-106,-49,-66,-77
18.99167,294,-190,-70,-105,-49,-65,-78
19,256,-191,-69,-105,-48,-65,-77
19.00833,222,-193,-66,-106,-48,-64,-77
19.01667,191,-195,-64,-105,-47,-61,-78
19.025,163,-195,-63,-104,-46,-60,-78
19.03333,138,-195,-61,-104,-45,-59,-78
19.04167,117,-196,-58,-103,-44,-57,-78
19.05,100,-195,-56,-102,-44,-56,-78
19.05833,84,-195,-53,-102,-43,-55,-77
19.06667,69,-196,-50,-102,-42,-54,-76
19.075,55,-197,-47,-101,-40,-53,-75
19.08333,43,-198,-44,-101,-39,-51,-75
19.09167,31,-200,-43,-102,-38,-51,-75
19.1,20,-201,-42,-103,-37,-50,-76
19.10833,10,-202,-41,-102,-38,-51,-78
19.11667,0,-202,-40,-102,-37,-50,-79
19.125,-8,-203,-39,-103,-37,-50,-79
19.13333,-15,-204,-38,-104,-38,-52,-78
19.14167,-24,-205,-38,-104,-39,-54,-77
19.15,-33,-207,-39,-103,-39,-55,-78
19.15833,-41,-209,-39,-103,-39,-55,-78
19.16667,-49,-211,-39,-104,-39,-56,-78
19.175,-56,-213,-41,-104,-40,-58,-78
19.18333,-63,-215,-44,-104,-40,-59,-80
19.19167,-69,-217,-45,-104,-41,-61,-81
19.2,-73,-220,-46,-104,-43,-63,-80
19.20833,-78,-223,-49,-105,-44,-64,-80
19.21667,-82,-227,-51,-106,-45,-64,-80
19.225,-86,-230,-53,-106,-46,-63,-81
19.23333,-89,-233,-54,-106,-47,-64,-81
19.24167,-91,-235,-56,-105,-48,-64,-82
19.25,-94,-236,-57,-105,-48,-64,-82
19.25833,-97,-238,-58,-106,-48,-64,-82
19.26667,-99,-240,-59,-107,-47,-65,-81
19.275,-101,-241,-61,-109,-47,-66,-81
19.28333,-102,-242,-62,-110,-48,-66,-81
19.29167,-103,-243,-63,-109,-48,-67,-81
19.3,-105,-244,-64,-107,-49,-68,-79
19.30833,-106,-247,-63,-106,-50,-68,-79
19.31667,-106,-248,-64,-107,-50,-68,-79
19.325,-107,-249,-64,-108,-51,-68,-80
19.33333,-107,-250,-65,-107,-51,-69,-81
19.34167,-108,-252,-64,-106,-51,-69,-81
19.35,-109,-254,-65,-106,-51,-70,-81
19.35833,-110,-254,-66,-107,-51,-70,-81
19.36667,-111,-254,-68,-108,-51,-70,-81
19.375,-111,-254,-67,-109,-52,-69,-81
19.38333,-111,-254,-68,-109,-52,-69,-81
19.39167,-110,-255,-68,-109,-52,-68,-80
19.4,-108,-256,-67,-108,-53,-67,-79
19.40833,-107,-255,-66,-108,-53,-67,-80
19.41667,-107,-255,-68,-108,-52,-68,-80
19.425,-106,-256,-69,-108,-52,-69,-80
19.43333,-105,-256,-70,-107,-52,-69,-80
19.44167,-104,-256,-70,-107,-52,-68,-80
19.45,-105,-255,-70,-108,-51,-69,-80
19.45833,-104,-254,-70,-108,-51,-69,-80
19.46667,-103,-252,-70,-107,-50,-68,-80
19.475,-102,-251,-69,-107,-50,-68,-80
19.48333,-102,-252,-69,-106,-51,-69,-81
19.49167,-101,-251,-69,-106,-51,-70,-81
19.5,-100,-250,-70,-106,-51,-70,-81
19.50833,-100,-249,-71,-107,-52,-70,-80
19.51667,-100,-249,-72,-106,-51,-69,-80
19.525,-100,-248,-72,-106,-50,-68,-79
19.53333,-99,-246,-71,-105,-48,-68,-79
19.54167,-99,-244,-70,-105,-48,-67,-79
19.55,-100,-244,-69,-105,-48,-67,-78
19.55833,-101,-243,-68,-104,-48,-68,-78
19.56667,-102,-242,-69,-104,-49,-68,-77
19.575,-103,-242,-69,-104,-50,-67,-78
19.58333,-104,-243,-69,-103,-51,-68,-79
19.59167,-104,-242,-69,-103,-51,-69,-79
19.6,-104,-242,-71,-102,-51,-69,-79
19.60833,-105,-241,-72,-102,-52,-69,-79
19.61667,-105,-241,-73,-101,-51,-69,-78
19.625,-105,-240,-72,-100,-50,-69,-76
19.63333,-105,-240,-71,-100,-49,-68,-76
19.64167,-105,-241,-70,-100,-49,-68,-77
19.65,-105,-242,-70,-100,-49,-68,-77
19.65833,-107,-244,-70,-100,-50,-68,-77
19.66667,-108,-246,-69,-100,-50,-68,-77
19.675,-108,-248,-69,-101,-51,-67,-77
19.68333,-108,-249,-68,-102,-52,-66,-76
19.69167,-107,-249,-68,-101,-52,-66,-75
19.7,-107,-250,-67,-101,-51,-65,-75
19.70833,-107,-250,-68,-101,-51,-65,-75
19.71667,-107,-251,-68,-101,-51,-65,-74
19.725,-107,-252,-69,-101,-51,-65,-73
19.73333,-108,-252,-69,-101,-50,-67,-71
19.74167,-108,-251,-68,-101,-50,-68,-70
19.75,-108,-250,-68,-102,-49,-67,-70
19.75833,-108,-249,-67,-102,-50,-66,-70
19.76667,-109,-249,-66,-101,-50,-66,-69
19.775,-109,-249,-66,-101,-49,-66,-69
19.78333,-108,-248,-66,-100,-48,-67,-70
19.79167,-107,-247,-65,-99,-48,-69,-69
19.8,-108,-246,-64,-99,-48,-68,-69
19.80833,-107,-245,-64,-100,-48,-67,-70
19.81667,-108,-244,-64,-101,-47,-65,-70
19.825,-108,-243,-65,-101,-46,-65,-69
19.83333,-107,-241,-66,-101,-44,-65,-68
19.84167,-106,-238,-67,-100,-43,-64,-67
19.85,-105,-235,-65,-100,-44,-62,-66
19.85833,-105,-233,-63,-100,-44,-61,-66
19.86667,-105,-231,-63,-101,-44,-61,-66
19.875,-105,-228,-63,-101,-43,-60,-66
19.88333,-106,-225,-62,-101,-42,-59,-67
19.89167,-106,-221,-61,-102,-40,-56,-68
19.9,-106,-219,-60,-102,-39,-55,-68
19.90833,-107,-217,-58,-102,-38,-54,-68
19.91667,-108,-214,-56,-103,-37,-53,-67
19.925,-108,-211,-54,-103,-35,-53,-66
19.93333,-108,-209,-51,-104,-34,-52,-66
19.94167,-109,-208,-48,-104,-34,-51,-66
19.95,-109,-206,-46,-103,-33,-50,-66
19.95833,-109,-203,-42,-103,-31,-50,-66
19.96667,-110,-200,-39,-103,-30,-49,-66
19.975,-110,-199,-36,-104,-30,-48,-66
19.98333,-110,-198,-33,-104,-28,-48,-65
19.99167,-111,-198,-30,-103,-26,-48,-65
20,-111,-198,-27,-102,-24,-49,-66
20.00833,-111,-198,-23,-102,-22,-49,-67
20.01667,-110,-198,-20,-103,-20,-47,-68
20.025,-110,-199,-18,-104,-18,-45,-69
20.03333,-111,-199,-15,-104,-16,-41,-68
20.04167,-112,-200,-13,-103,-14,-39,-68
20.05,-113,-201,-10,-102,-12,-38,-68
20.05833,-114,-203,-7,-102,-9,-38,-69
20.06667,-114,-204,-5,-103,-8,-39,-69
20.075,-112,-207,-3,-103,-7,-39,-69
20.08333,-112,-209,-2,-103,-6,-38,-68
20.09167,-112,-212,-2,-103,-6,-38,-67
20.1,-112,-214,-1,-103,-6,-37,-67
20.10833,-112,-216,-1,-103,-6,-37,-67
20.11667,-111,-219,-3,-104,-6,-38,-67
20.125,-112,-222,-5,-105,-7,-38,-65
20.13333,-111,-226,-6,-106,-8,-39,-64
20.14167,-111,-228,-9,-106,-8,-40,-65
20.15,-110,-231,-11,-106,-10,-40,-66
20.15833,-110,-233,-15,-106,-12,-39,-66
20.16667,-110,-236,-17,-105,-13,-40,-66
20.175,-110,-237,-18,-104,-14,-41,-67
20.18333,-110,-239,-20,-105,-16,-43,-67
20.19167,-109,-240,-22,-104,-18,-44,-67
20.2,-110,-242,-24,-103,-20,-46,-66
20.20833,-110,-244,-27,-103,-21,-47,-66
20.21667,-110,-244,-29,-102,-22,-48,-66
20.225,-110,-245,-31,-101,-22,-50,-66
20.23333,-109,-246,-32,-101,-23,-52,-65
20.24167,-108,-247,-34,-102,-25,-52,-66
20.25,-108,-247,-36,-102,-27,-53,-67
20.25833,-109,-247,-38,-102,-28,-53,-67
20.26667,-110,-248,-38,-101,-28,-53,-67
20.275,-110,-250,-39,-101,-29,-53,-67
20.28333,-111,-252,-40,-102,-30,-54,-66
20.29167,-113,-255,-42,-102,-32,-54,-65
20.3,-114,-255,-42,-103,-33,-55,-66
20.30833,-115,-256,-44,-102,-34,-55,-67
20.31667,-114,-257,-45,-102,-34,-56,-68
20.325,-114,-256,-47,-101,-35,-56,-68
20.33333,-113,-256,-48,-100,-36,-56,-66
20.34167,-112,-256,-49,-101,-36,-56,-65
20.35,-113,-256,-51,-100,-36,-57,-65
20.35833,-113,-257,-52,-100,-37,-57,-65
20.36667,-113,-258,-54,-99,-37,-58,-66
20.375,-113,-258,-54,-99,-37,-58,-66
20.38333,-112,-258,-53,-98,-37,-58,-65
20.39167,-112,-258,-53,-96,-37,-58,-63
20.4,-111,-257,-53,-96,-37,-58,-62
20.40833,-110,-257,-52,-95,-38,-58,-61
20.41667,-110,-256,-51,-94,-38,-58,-60
20.425,-110,-256,-51,-93,-38,-57,-59
20.43333,-110,-256,-51,-92,-38,-55,-58
20.44167,-109,-257,-50,-91,-37,-54,-58
20.45,-109,-257,-49,-89,-37,-54,-56
20.45833,-109,-256,-48,-89,-36,-53,-55
20.46667,-108,-256,-47,-88,-36,-52,-54
20.475,-108,-256,-46,-87,-36,-49,-53
20.48333,-107,-255,-44,-87,-36,-47,-52
20.49167,-106,-254,-41,-88,-36,-46,-51
20.5,-105,-252,-39,-88,-35,-45,-50
20.50833,-104,-249,-39,-89,-34,-44,-49
20.51667,-102,-246,-38,-90,-34,-43,-50
20.525,-101,-241,-38,-89,-35,-42,-50
20.53333,-100,-234,-37,-89,-37,-41,-49
20.54167,-98,-225,-37,-89,-37,-39,-49
20.55,-98,-213,-37,-89,-37,-40,-49
20.55833,-97,-194,-38,-88,-37,-40,-49
20.56667,-97,-168,-38,-87,-37,-39,-48
20.575,-95,-130,-38,-87,-36,-38,-47
20.58333,-93,-76,-37,-88,-35,-39,-46
20.59167,-92,-5,-38,-89,-35,-39,-46
20.6,-91,89,-38,-89,-35,-39,-46
20.60833,-91,211,-39,-88,-36,-39,-45
20.61667,-92,366,-38,-88,-36,-39,-44
20.625,-93,560,-38,-87,-37,-39,-42
20.63333,-94,797,-38,-87,-37,-40,-42
20.64167,-94,1082,-37,-87,-36,-40,-41
20.65,-94,1419,-35,-88,-35,-39,-40
20.65833,-94,1811,-33,-88,-34,-38,-40
20.66667,-94,2255,-30,-87,-32,-36,-39
20.675,-95,2750,-27,-87,-29,-34,-39
20.68333,-95,3290,-23,-87,-26,-31,-39
20.69167,-95,3863,-18,-85,-23,-29,-37
20.7,-95,4459,-13,-84,-19,-25,-33
20.70833,-95,5060,-6,-83,-15,-19,-29
20.71667,-95,5648,1,-84,-11,-12,-24
20.725,-95,6205,10,-84,-6,-5,-20
20.73333,-95,6712,21,-83,1,4,-15
20.74167,-95,7151,35,-82,10,15,-8
20.75,-93,7508,50,-80,18,27,0
20.75833,-92,7770,66,-78,28,38,7
20.76667,-92,7930,83,-78,38,50,15
20.775,-92,7986,101,-79,49,63,21
20.78333,-92,7942,119,-80,60,78,28
20.79167,-94,7806,137,-79,71,90,34
20.8,-96,7585,155,-79,81,102,40
20.80833,-96,7295,172,-78,91,113,45
20.81667,-96,6951,187,-78,101,122,50
20.825,-95,6568,200,-78,109,128,54
20.83333,-97,6160,210,-79,113,133,56
20.84167,-98,5739,218,-80,115,136,57
20.85,-99,5319,222,-80,116,136,56
20.85833,-100,4910,222,-80,116,134,52
20.86667,-101,4518,219,-81,115,131,48
20.875,-102,4146,213,-82,112,126,44
20.88333,-103,3801,205,-83,107,119,39
20.89167,-103,3483,196,-83,100,109,35
20.9,-103,3192,185,-83,93,101,29
20.90833,-103,2926,174,-82,86,92,22
20.91667,-103,2683,163,-83,78,84,16
20.925,-102,2461,150,-83,70,74,12
20.93333,-101,2259,138,-84,62,65,8
20.94167,-99,2075,126,-84,55,57,4
20.95,-99,1904,114,-84,49,49,1
20.95833,-99,1750,104,-84,43,41,-2
20.96667,-99,1608,93,-85,37,33,-4
20.975,-98,1477,83,-85,32,28,-7
20.98333,-97,1354,75,-85,27,23,-9
20.99167,-96,1238,68,-84,23,18,-11
21,-98,1130,61,-84,19,15,-14
21.00833,-98,1029,55,-84,15,11,-16
21.01667,-98,932,49,-84,11,7,-18
21.025,-98,840,43,-85,8,3,-19
21.03333,-100,754,38,-84,5,0,-20
21.04167,-101,673,34,-84,3,-2,-21
21.05,-102,595,30,-85,0,-6,-22
21.05833,-103,522,26,-85,-2,-8,-24
21.06667,-103,453,22,-85,-3,-11,-24
21.075,-102,389,17,-85,-5,-13,-24
21.08333,-102,329,12,-84,-8,-16,-25
21.09167,-102,273,9,-84,-11,-19,-25
21.1,-102,221,7,-83,-13,-22,-24
21.10833,-102,173,3,-83,-15,-25,-24
21.11667,-103,128,0,-83,-17,-27,-25
21.125,-104,88,-2,-82,-18,-29,-24
21.13333,-105,51,-4,-81,-19,-30,-23
21.14167,-106,18,-4,-79,-21,-32,-21
21.15,-106,-14,-5,-75,-22,-33,-18
21.15833,-106,-42,-5,-72,-23,-33,-13
21.16667,-106,-68,-5,-69,-23,-33,-8
21.175,-106,-91,-3,-66,-24,-34,-2
21.18333,-105,-111,0,-64,-24,-34,5
21.19167,-105,-130,3,-61,-23,-33,12
21.2,-106,-147,6,-58,-23,-33,21
21.20833,-106,-161,11,-55,-23,-33,30
21.21667,-106,-171,16,-51,-23,-33,39
21.225,-106,-180,23,-48,-24,-34,48
21.23333,-106,-187,31,-46,-24,-34,58
21.24167,-107,-195,39,-44,-24,-34,66
21.25,-107,-202,46,-44,-23,-33,73
21.25833,-107,-209,53,-43,-23,-33,78
21.26667,-107,-214,60,-43,-24,-33,80
21.275,-106,-218,64,-43,-24,-33,81
21.28333,-106,-222,67,-45,-24,-32,81
21.29167,-104,-226,67,-47,-24,-32,78
21.3,-105,-228,68,-50,-25,-31,74
21.30833,-105,-231,66,-51,-26,-31,70
21.31667,-105,-233,64,-52,-26,-32,65
21.325,-105,-235,63,-53,-25,-32,61
21.33333,-106,-235,59,-53,-25,-32,57
21.34167,-106,-236,55,-54,-25,-32,52
21.35,-106,-236,50,-54,-24,-32,47
21.35833,-106,-236,45,-53,-23,-34,43
21.36667,-105,-238,42,-52,-23,-35,41
21.375,-106,-239,39,-49,-23,-35,39
21.38333,-106,-240,38,-45,-23,-34,39
21.39167,-105,-242,36,-43,-23,-34,42
21.4,-104,-243,35,-41,-22,-34,46
21.40833,-105,-243,36,-38,-23,-33,51
21.41667,-105,-242,37,-35,-23,-33,55
21.425,-105,-241,39,-33,-22,-31,60
21.43333,-105,-240,41,-32,-21,-28,66
21.44167,-104,-240,44,-31,-20,-25,72
21.45,-105,-240,47,-31,-20,-23,76
21.45833,-106,-239,51,-32,-20,-21,79
21.46667,-106,-240,53,-32,-19,-19,82
21.475,-106,-242,55,-32,-18,-18,84
21.48333,-107,-241,56,-32,-17,-16,86
21.49167,-107,-241,57,-32,-17,-15,85
21.5,-107,-240,58,-33,-17,-14,84
21.50833,-106,-240,58,-34,-17,-14,81
21.51667,-105,-240,58,-35,-17,-15,79
21.525,-105,-240,58,-38,-18,-17,75
21.53333,-104,-239,56,-40,-18,-17,71
21.54167,-104,-239,55,-41,-18,-19,68
21.55,-104,-239,53,-42,-18,-20,66
21.55833,-104,-239,51,-43,-18,-22,63
21.56667,-104,-239,49,-44,-19,-22,60
21.575,-105,-237,46,-44,-20,-23,57
21.58333,-104,-237,44,-45,-21,-24,55
21.59167,-104,-237,42,-47,-21,-24,53
21.6,-103,-237,41,-47,-22,-25,51
21.60833,-101,-236,40,-46,-22,-27,49
21.61667,-101,-237,40,-46,-21,-30,48
21.625,-100,-237,40,-45,-21,-31,46
21.63333,-101,-237,40,-44,-21,-31,45
21.64167,-103,-237,40,-43,-22,-31,45
21.65,-104,-235,39,-41,-21,-30,45
21.65833,-104,-234,39,-38,-21,-31,45
21.66667,-103,-234,39,-34,-22,-33,45
21.675,-103,-234,41,-30,-22,-34,46
21.68333,-103,-235,42,-26,-21,-35,47
21.69167,-103,-235,43,-21,-21,-32,50
21.7,-103,-233,45,-17,-19,-29,53
21.70833,-104,-233,48,-12,-19,-27,55
21.71667,-104,-233,52,-7,-18,-25,58
21.725,-103,-233,56,0,-17,-23,62
21.73333,-103,-233,61,6,-16,-21,67
21.74167,-103,-232,69,11,-15,-19,71
21.75,-103,-231,78,17,-13,-17,75
21.75833,-103,-231,88,25,-11,-13,79
21.76667,-102,-231,99,32,-9,-10,84
21.775,-102,-230,113,39,-7,-6,89
