time,st.mix,3HE,sample.37.dnp.2um.algae,sample.194.control.2um.algae,sample.47.control.yeast,sample.54.2um.yeast,sample.110.10um.3day.control
12.38333,-106,-223,-96,-120,-83,-85,-100
12.39167,-106,-223,-98,-122,-82,-85,-100
12.4,-106,-224,-99,-123,-83,-84,-100
12.40833,-106,-225,-100,-123,-83,-84,-101
12.41667,-105,-226,-100,-123,-83,-84,-100
12.425,-105,-229,-99,-123,-83,-85,-100
12.43333,-106,-231,-99,-123,-83,-87,-100
12.44167,-106,-233,-98,-123,-83,-88,-100
12.45,-106,-236,-98,-124,-83,-89,-100
12.45833,-106,-237,-98,-125,-83,-89,-100
12.46667,-106,-238,-98,-126,-83,-88,-101
12.475,-106,-239,-98,-125,-83,-87,-102
12.48333,-108,-241,-99,-124,-84,-87,-103
12.49167,-109,-242,-99,-124,-84,-87,-103
12.5,-110,-243,-99,-123,-84,-86,-103
12.50833,-110,-245,-100,-123,-84,-87,-103
12.51667,-109,-246,-100,-125,-84,-87,-103
12.525,-109,-246,-101,-126,-85,-88,-104
12.53333,-109,-246,-101,-127,-85,-89,-106
12.54167,-110,-246,-102,-126,-85,-89,-107
12.55,-110,-248,-103,-126,-85,-89,-105
12.55833,-110,-251,-102,-126,-84,-89,-106
12.56667,-110,-251,-101,-126,-84,-89,-106
12.575,-111,-252,-101,-126,-85,-89,-106
12.58333,-111,-252,-100,-126,-85,-89,-105
12.59167,-111,-253,-100,-126,-85,-89,-105
12.6,-111,-253,-101,-126,-84,-89,-106
12.60833,-111,-252,-101,-126,-85,-90,-107
12.61667,-112,-252,-103,-126,-85,-90,-108
12.625,-113,-253,-105,-125,-85,-91,-109
12.63333,-113,-254,-104,-125,-85,-90,-109
12.64167,-113,-256,-104,-126,-85,-89,-109
12.65,-113,-257,-104,-127,-85,-89,-108
12.65833,-114,-257,-102,-129,-85,-89,-107
12.66667,-113,-258,-102,-129,-85,-89,-106
12.675,-112,-257,-103,-128,-85,-90,-105
12.68333,-111,-256,-101,-128,-85,-90,-104
12.69167,-112,-256,-101,-128,-84,-90,-104
12.7,-113,-257,-101,-128,-83,-91,-104
12.70833,-113,-257,-102,-128,-84,-90,-104
12.71667,-113,-257,-103,-128,-85,-90,-103
12.725,-114,-256,-103,-128,-85,-91,-102
12.73333,-115,-256,-102,-127,-85,-91,-102
12.74167,-114,-257,-100,-128,-86,-90,-102
12.75,-114,-258,-101,-128,-86,-90,-102
12.75833,-114,-258,-100,-128,-87,-91,-102
12.76667,-114,-258,-100,-129,-86,-92,-101
12.775,-114,-258,-101,-130,-85,-92,-101
12.78333,-114,-258,-101,-131,-86,-91,-101
12.79167,-114,-257,-102,-130,-87,-90,-100
12.8,-113,-257,-103,-129,-87,-90,-99
12.80833,-113,-257,-103,-129,-87,-90,-99
12.81667,-113,-255,-102,-128,-88,-89,-99
12.825,-112,-253,-102,-128,-88,-89,-99
12.83333,-113,-252,-103,-127,-87,-89,-101
12.84167,-113,-251,-103,-127,-87,-89,-101
12.85,-113,-250,-103,-127,-86,-90,-101
12.85833,-113,-249,-102,-129,-87,-90,-102
12.86667,-112,-247,-101,-128,-87,-90,-102
12.875,-112,-248,-101,-126,-88,-90,-103
12.88333,-112,-248,-102,-125,-89,-90,-102
12.89167,-112,-248,-102,-124,-89,-91,-101
12.9,-113,-247,-101,-123,-88,-90,-102
12.90833,-113,-245,-100,-124,-87,-89,-102
12.91667,-113,-245,-100,-124,-85,-89,-103
12.925,-113,-245,-100,-124,-84,-89,-103
12.93333,-113,-245,-100,-125,-83,-88,-102
12.94167,-113,-246,-99,-125,-85,-88,-101
12.95,-112,-248,-99,-124,-86,-88,-101
12.95833,-112,-250,-100,-125,-87,-87,-102
12.96667,-111,-252,-101,-125,-87,-87,-102
12.975,-109,-252,-100,-126,-87,-87,-101
12.98333,-109,-252,-99,-127,-87,-87,-101
12.99167,-108,-251,-99,-126,-87,-87,-102
13,-108,-251,-99,-126,-87,-87,-103
13.00833,-107,-252,-98,-125,-87,-87,-103
13.01667,-107,-252,-98,-126,-86,-87,-102
13.025,-106,-252,-98,-127,-86,-87,-102
13.03333,-106,-252,-98,-126,-85,-87,-102
13.04167,-105,-251,-97,-126,-84,-86,-103
13.05,-104,-251,-96,-126,-84,-85,-102
13.05833,-103,-251,-96,-125,-84,-85,-102
13.06667,-102,-252,-97,-126,-85,-86,-103
13.075,-100,-252,-97,-125,-85,-86,-105
13.08333,-99,-252,-97,-125,-86,-86,-105
13.09167,-98,-252,-96,-124,-86,-87,-105
13.1,-97,-252,-96,-124,-86,-87,-104
13.10833,-98,-253,-96,-123,-85,-87,-103
13.11667,-99,-253,-96,-124,-83,-86,-102
13.125,-99,-252,-95,-125,-83,-86,-103
13.13333,-99,-253,-93,-125,-84,-86,-104
13.14167,-99,-255,-92,-125,-84,-85,-104
13.15,-100,-256,-91,-123,-83,-85,-105
13.15833,-101,-257,-91,-122,-82,-85,-105
13.16667,-102,-256,-90,-121,-82,-85,-103
13.175,-103,-256,-89,-121,-82,-85,-102
13.18333,-103,-256,-87,-121,-83,-85,-102
13.19167,-102,-256,-86,-120,-83,-84,-101
13.2,-103,-256,-84,-120,-84,-84,-100
13.20833,-104,-255,-81,-120,-84,-84,-100
13.21667,-105,-255,-80,-119,-84,-84,-100
13.225,-106,-256,-78,-118,-82,-83,-99
13.23333,-106,-256,-76,-116,-81,-82,-99
13.24167,-106,-257,-75,-114,-81,-81,-99
13.25,-106,-259,-75,-113,-80,-80,-97
13.25833,-106,-259,-74,-111,-80,-80,-96
13.26667,-105,-259,-74,-110,-79,-79,-97
13.275,-106,-258,-73,-109,-79,-79,-98
13.28333,-106,-258,-73,-107,-80,-78,-98
13.29167,-106,-258,-73,-107,-81,-77,-98
13.3,-105,-257,-72,-106,-79,-76,-97
13.30833,-106,-257,-71,-105,-78,-75,-96
13.31667,-106,-257,-71,-103,-77,-74,-96
13.325,-105,-256,-71,-102,-77,-72,-97
13.33333,-104,-257,-71,-102,-76,-72,-97
13.34167,-103,-257,-70,-100,-76,-71,-97
13.35,-102,-256,-70,-99,-76,-71,-97
13.35833,-101,-255,-70,-99,-74,-72,-97
13.36667,-100,-255,-71,-100,-73,-73,-97
13.375,-101,-255,-72,-100,-72,-74,-97
13.38333,-101,-257,-72,-100,-72,-75,-97
13.39167,-101,-258,-74,-101,-74,-75,-97
13.4,-101,-258,-75,-102,-75,-76,-97
13.40833,-100,-256,-75,-102,-76,-77,-97
13.41667,-101,-256,-74,-103,-76,-77,-98
13.425,-102,-255,-75,-103,-75,-77,-98
13.43333,-103,-255,-76,-104,-75,-78,-98
13.44167,-104,-255,-78,-105,-76,-78,-98
13.45,-104,-255,-81,-107,-76,-78,-99
13.45833,-104,-255,-83,-108,-75,-78,-100
13.46667,-103,-256,-84,-109,-76,-79,-100
13.475,-103,-257,-86,-110,-77,-79,-99
13.48333,-104,-258,-87,-111,-78,-79,-98
13.49167,-105,-259,-88,-112,-78,-80,-99
13.5,-105,-260,-88,-114,-78,-80,-99
13.50833,-106,-259,-88,-114,-78,-80,-100
13.51667,-107,-258,-89,-114,-79,-80,-101
13.525,-106,-257,-90,-114,-79,-80,-101
13.53333,-106,-257,-90,-115,-80,-80,-101
13.54167,-105,-257,-90,-116,-81,-81,-101
13.55,-105,-258,-91,-117,-80,-81,-100
13.55833,-105,-258,-91,-118,-80,-81,-100
13.56667,-104,-258,-91,-117,-79,-81,-99
13.575,-103,-258,-91,-117,-79,-81,-100
13.58333,-103,-258,-91,-118,-79,-81,-100
13.59167,-104,-258,-91,-118,-80,-81,-101
13.6,-104,-259,-90,-118,-81,-81,-101
13.60833,-105,-259,-90,-117,-80,-81,-101
13.61667,-105,-258,-91,-117,-79,-82,-101
13.625,-104,-257,-92,-116,-80,-82,-101
13.63333,-104,-257,-93,-116,-80,-82,-101
13.64167,-103,-258,-93,-116,-79,-82,-101
13.65,-103,-258,-93,-117,-79,-82,-101
13.65833,-102,-258,-94,-117,-79,-83,-100
13.66667,-101,-258,-94,-118,-79,-83,-101
13.675,-100,-258,-94,-119,-78,-83,-101
13.68333,-99,-257,-94,-118,-78,-83,-101
13.69167,-98,-257,-93,-118,-79,-83,-102
13.7,-97,-259,-93,-118,-80,-83,-103
13.70833,-96,-259,-93,-118,-79,-83,-102
13.71667,-96,-259,-94,-119,-77,-83,-102
13.725,-95,-258,-94,-119,-77,-83,-103
13.73333,-94,-257,-92,-119,-77,-83,-103
13.74167,-92,-257,-90,-119,-78,-83,-103
13.75,-92,-258,-90,-119,-78,-84,-103
13.75833,-91,-259,-91,-118,-79,-84,-102
13.76667,-91,-259,-91,-118,-78,-83,-102
13.775,-90,-258,-90,-117,-78,-83,-101
13.78333,-90,-258,-92,-117,-78,-83,-101
13.79167,-91,-259,-92,-116,-78,-83,-100
13.8,-93,-259,-93,-115,-78,-83,-101
13.80833,-94,-258,-92,-113,-78,-83,-101
13.81667,-94,-258,-92,-111,-78,-83,-100
13.825,-96,-258,-93,-108,-78,-83,-99
13.83333,-96,-259,-93,-103,-77,-82,-99
13.84167,-97,-260,-93,-99,-76,-83,-99
13.85,-98,-261,-92,-95,-76,-82,-98
13.85833,-99,-260,-91,-91,-77,-82,-97
13.86667,-99,-260,-92,-86,-77,-81,-97
13.875,-99,-260,-92,-81,-77,-81,-97
13.88333,-100,-260,-91,-78,-77,-81,-98
13.89167,-101,-260,-91,-74,-76,-81,-97
13.9,-102,-259,-90,-70,-75,-81,-97
13.90833,-102,-259,-91,-67,-75,-80,-96
13.91667,-103,-260,-91,-64,-74,-80,-96
13.925,-104,-261,-91,-61,-73,-81,-96
13.93333,-104,-261,-90,-59,-73,-81,-96
13.94167,-104,-261,-89,-59,-73,-81,-96
13.95,-104,-261,-88,-60,-73,-81,-96
13.95833,-104,-262,-88,-62,-73,-80,-96
13.96667,-106,-263,-88,-64,-73,-80,-97
13.975,-107,-263,-88,-67,-73,-81,-96
13.98333,-106,-263,-89,-70,-73,-81,-97
13.99167,-105,-262,-88,-73,-73,-81,-97
14,-105,-263,-90,-76,-74,-81,-97
14.00833,-106,-263,-90,-80,-75,-81,-96
14.01667,-106,-263,-90,-83,-75,-81,-97
14.025,-106,-263,-90,-85,-75,-82,-97
14.03333,-106,-262,-91,-88,-76,-82,-98
14.04167,-106,-261,-91,-90,-75,-82,-98
14.05,-107,-260,-91,-92,-74,-82,-99
14.05833,-107,-259,-91,-94,-75,-81,-98
14.06667,-107,-258,-91,-97,-76,-80,-96
14.075,-108,-256,-91,-99,-76,-79,-95
14.08333,-108,-254,-91,-101,-76,-79,-95
14.09167,-108,-254,-92,-102,-75,-79,-96
14.1,-107,-254,-91,-103,-74,-80,-95
14.10833,-108,-253,-92,-104,-75,-80,-95
14.11667,-108,-252,-93,-104,-75,-79,-95
14.125,-108,-252,-92,-106,-74,-79,-96
14.13333,-108,-252,-90,-107,-73,-79,-96
14.14167,-109,-250,-89,-107,-72,-80,-96
14.15,-109,-250,-89,-107,-72,-79,-96
14.15833,-109,-250,-88,-108,-71,-78,-96
14.16667,-108,-250,-88,-108,-70,-77,-96
14.175,-107,-249,-88,-108,-68,-76,-96
14.18333,-107,-250,-87,-109,-69,-75,-96
14.19167,-108,-251,-86,-109,-68,-75,-96
14.2,-108,-252,-85,-109,-67,-74,-97
14.20833,-109,-252,-85,-110,-68,-73,-97
14.21667,-109,-253,-82,-112,-68,-73,-97
14.225,-109,-254,-81,-112,-68,-72,-96
14.23333,-109,-254,-81,-112,-67,-71,-95
14.24167,-109,-254,-82,-112,-66,-71,-95
14.25,-107,-255,-81,-111,-65,-72,-95
14.25833,-106,-254,-80,-111,-65,-72,-95
14.26667,-105,-254,-80,-111,-65,-73,-95
14.275,-105,-255,-79,-112,-66,-74,-94
14.28333,-103,-256,-79,-113,-66,-74,-93
14.29167,-102,-257,-80,-114,-65,-74,-93
14.3,-102,-258,-81,-115,-65,-74,-94
14.30833,-102,-258,-82,-114,-66,-75,-94
14.31667,-103,-258,-82,-113,-66,-74,-93
14.325,-103,-259,-82,-112,-67,-74,-94
14.33333,-103,-260,-82,-112,-67,-74,-94
14.34167,-102,-260,-81,-113,-68,-75,-94
14.35,-101,-260,-81,-113,-69,-76,-94
14.35833,-101,-261,-80,-113,-71,-77,-94
14.36667,-102,-263,-81,-113,-71,-77,-93
14.375,-103,-263,-82,-113,-71,-77,-94
14.38333,-104,-264,-82,-113,-71,-77,-94
14.39167,-105,-263,-81,-113,-72,-77,-94
14.4,-105,-262,-81,-114,-72,-77,-93
14.40833,-106,-261,-83,-114,-72,-77,-93
14.41667,-108,-260,-83,-114,-71,-77,-93
14.425,-109,-261,-83,-114,-71,-78,-93
14.43333,-109,-262,-83,-113,-72,-77,-94
14.44167,-110,-262,-82,-113,-72,-77,-94
14.45,-109,-261,-83,-113,-72,-78,-93
14.45833,-108,-262,-84,-114,-72,-78,-93
14.46667,-108,-262,-84,-115,-72,-79,-94
14.475,-108,-262,-84,-115,-72,-78,-95
14.48333,-108,-262,-84,-115,-72,-78,-96
14.49167,-108,-262,-85,-115,-71,-78,-96
14.5,-107,-261,-85,-115,-71,-78,-96
14.50833,-106,-260,-84,-113,-71,-78,-95
14.51667,-107,-260,-85,-112,-71,-77,-95
14.525,-106,-260,-85,-111,-70,-77,-93
14.53333,-106,-260,-84,-111,-71,-77,-92
14.54167,-106,-259,-83,-110,-70,-77,-91
14.55,-106,-259,-82,-107,-69,-77,-89
14.55833,-106,-260,-82,-104,-69,-75,-88
14.56667,-106,-260,-81,-101,-69,-73,-88
14.575,-106,-261,-80,-97,-68,-70,-86
14.58333,-105,-260,-78,-92,-67,-66,-83
14.59167,-106,-260,-76,-86,-66,-59,-80
14.6,-105,-260,-73,-79,-64,-52,-77
14.60833,-106,-260,-68,-72,-61,-42,-73
14.61667,-106,-259,-62,-64,-56,-31,-67
14.625,-106,-258,-56,-56,-50,-19,-62
14.63333,-104,-257,-49,-46,-44,-5,-56
14.64167,-104,-256,-41,-37,-38,8,-51
14.65,-104,-257,-31,-26,-31,24,-44
14.65833,-104,-256,-21,-13,-23,41,-39
14.66667,-106,-256,-10,-2,-15,58,-34
14.675,-107,-255,1,7,-7,73,-28
14.68333,-106,-255,11,15,0,88,-23
14.69167,-106,-254,19,21,9,101,-19
14.7,-105,-253,27,27,17,114,-15
14.70833,-104,-253,34,30,23,124,-13
14.71667,-104,-253,40,33,30,132,-14
14.725,-104,-253,44,33,35,138,-14
14.73333,-105,-254,46,32,38,139,-15
14.74167,-105,-254,47,29,40,138,-17
14.75,-105,-255,45,25,41,134,-21
14.75833,-106,-256,42,21,40,127,-25
14.76667,-107,-255,39,15,38,120,-28
14.775,-108,-255,34,7,34,111,-32
14.78333,-108,-255,27,0,29,101,-36
14.79167,-109,-255,20,-8,24,90,-40
14.8,-109,-255,14,-16,18,78,-45
14.80833,-108,-255,8,-23,13,66,-49
14.81667,-108,-255,2,-30,7,55,-53
14.825,-107,-254,-4,-37,2,45,-57
14.83333,-108,-254,-11,-43,-5,36,-60
14.84167,-108,-255,-17,-48,-11,27,-62
14.85,-108,-257,-22,-53,-17,18,-64
14.85833,-108,-257,-26,-57,-21,11,-65
14.86667,-109,-257,-31,-62,-24,3,-67
14.875,-109,-256,-35,-65,-28,-3,-70
14.88333,-109,-256,-38,-68,-31,-9,-72
14.89167,-109,-257,-40,-71,-33,-16,-72
14.9,-109,-257,-44,-73,-35,-21,-73
14.90833,-109,-258,-46,-76,-37,-24,-73
14.91667,-108,-259,-48,-79,-40,-28,-73
14.925,-108,-259,-50,-81,-42,-33,-74
14.93333,-109,-260,-52,-83,-45,-37,-75
14.94167,-109,-261,-53,-84,-47,-40,-77
14.95,-108,-261,-55,-86,-49,-43,-78
14.95833,-108,-261,-57,-88,-51,-47,-79
14.96667,-108,-261,-59,-90,-52,-49,-79
14.975,-109,-260,-61,-92,-53,-52,-80
14.98333,-108,-259,-63,-94,-54,-54,-80
14.99167,-107,-260,-65,-96,-56,-57,-81
15,-107,-261,-66,-97,-58,-61,-83
15.00833,-107,-261,-68,-99,-59,-64,-84
15.01667,-108,-262,-70,-99,-60,-67,-86
15.025,-108,-263,-71,-100,-62,-68,-87
15.03333,-108,-263,-72,-101,-64,-69,-88
15.04167,-108,-263,-73,-102,-65,-70,-89
15.05,-107,-263,-73,-103,-67,-70,-91
15.05833,-107,-262,-74,-103,-67,-71,-91
15.06667,-107,-261,-75,-103,-67,-73,-91
15.075,-107,-261,-76,-103,-68,-74,-91
15.08333,-107,-260,-76,-104,-69,-74,-92
15.09167,-106,-259,-77,-105,-69,-75,-93
15.1,-106,-259,-78,-105,-70,-76,-92
15.10833,-107,-261,-78,-106,-71,-76,-93
15.11667,-108,-264,-79,-107,-70,-77,-92
15.125,-108,-265,-79,-108,-70,-77,-91
15.13333,-108,-264,-79,-110,-70,-77,-90
15.14167,-108,-264,-80,-111,-70,-77,-89
15.15,-108,-263,-79,-112,-69,-77,-88
15.15833,-108,-263,-78,-112,-68,-77,-86
15.16667,-108,-263,-77,-111,-67,-77,-85
15.175,-109,-263,-74,-110,-67,-77,-85
15.18333,-109,-264,-72,-109,-66,-76,-83
15.19167,-108,-264,-71,-110,-66,-76,-82
15.2,-108,-264,-71,-110,-65,-76,-80
15.20833,-108,-264,-70,-110,-63,-76,-78
15.21667,-108,-264,-67,-110,-61,-76,-76
15.225,-107,-265,-64,-111,-61,-75,-74
15.23333,-107,-264,-61,-111,-61,-74,-72
15.24167,-107,-262,-60,-111,-60,-73,-71
15.25,-106,-261,-59,-111,-59,-73,-71
15.25833,-105,-260,-58,-111,-59,-74,-71
15.26667,-105,-261,-56,-110,-59,-74,-71
15.275,-106,-261,-55,-110,-59,-74,-71
15.28333,-106,-262,-56,-110,-58,-74,-72
15.29167,-106,-263,-56,-110,-58,-75,-72
15.3,-107,-264,-55,-110,-58,-75,-72
15.30833,-107,-264,-56,-111,-58,-75,-73
15.31667,-107,-264,-57,-111,-58,-75,-73
15.325,-107,-262,-58,-112,-58,-75,-73
15.33333,-108,-262,-60,-112,-58,-76,-73
15.34167,-108,-263,-62,-111,-59,-76,-75
15.35,-109,-263,-64,-111,-59,-76,-77
15.35833,-109,-263,-65,-111,-60,-76,-78
15.36667,-109,-262,-65,-111,-62,-76,-80
15.375,-109,-262,-66,-111,-62,-76,-82
15.38333,-110,-262,-68,-110,-61,-77,-83
15.39167,-110,-263,-70,-108,-62,-76,-84
15.4,-110,-264,-71,-107,-62,-76,-84
15.40833,-111,-263,-72,-107,-63,-76,-85
15.41667,-111,-261,-73,-109,-63,-76,-88
15.425,-112,-260,-74,-109,-62,-77,-88
15.43333,-111,-259,-74,-109,-63,-77,-87
15.44167,-110,-260,-74,-109,-64,-77,-86
15.45,-109,-260,-75,-109,-64,-77,-87
15.45833,-109,-261,-75,-109,-65,-76,-88
15.46667,-108,-260,-75,-109,-65,-76,-89
15.475,-107,-260,-74,-109,-66,-77,-88
15.48333,-107,-261,-74,-109,-66,-76,-88
15.49167,-106,-261,-75,-109,-67,-76,-88
15.5,-105,-260,-75,-110,-67,-76,-87
15.50833,-104,-260,-74,-110,-67,-76,-87
15.51667,-104,-260,-73,-110,-68,-76,-87
15.525,-104,-260,-72,-108,-68,-76,-85
15.53333,-104,-260,-70,-107,-67,-76,-85
15.54167,-103,-261,-68,-108,-67,-75,-84
15.55,-102,-261,-65,-108,-67,-75,-84
15.55833,-102,-260,-63,-107,-66,-75,-85
15.56667,-102,-260,-60,-108,-66,-75,-84
15.575,-102,-259,-57,-107,-64,-74,-83
15.58333,-101,-259,-55,-108,-63,-73,-83
15.59167,-100,-258,-52,-108,-61,-73,-81
15.6,-100,-257,-50,-107,-60,-72,-80
15.60833,-101,-257,-48,-107,-58,-72,-80
15.61667,-102,-259,-46,-107,-57,-71,-81
15.625,-102,-259,-43,-107,-56,-70,-82
15.63333,-101,-258,-41,-106,-56,-69,-82
15.64167,-101,-259,-40,-106,-56,-70,-82
15.65,-101,-259,-39,-107,-56,-70,-83
15.65833,-101,-259,-40,-107,-55,-70,-85
15.66667,-101,-259,-41,-106,-54,-70,-85
15.675,-101,-260,-43,-106,-54,-70,-86
15.68333,-101,-261,-43,-106,-55,-70,-85
15.69167,-101,-260,-44,-106,-56,-69,-85
15.7,-101,-259,-47,-105,-55,-69,-86
15.70833,-101,-259,-50,-104,-55,-69,-86
15.71667,-101,-259,-52,-103,-56,-69,-84
15.725,-99,-259,-52,-101,-56,-70,-83
15.73333,-97,-259,-53,-99,-57,-70,-83
15.74167,-94,-259,-53,-96,-59,-69,-81
15.75,-89,-259,-53,-93,-59,-69,-78
15.75833,-84,-259,-52,-89,-60,-68,-74
15.76667,-74,-260,-50,-82,-59,-67,-68
15.775,-59,-260,-47,-71,-58,-64,-59
15.78333,-38,-260,-39,-56,-57,-60,-46
15.79167,-8,-260,-28,-35,-54,-54,-25
15.8,32,-261,-12,-3,-51,-46,4
15.80833,86,-261,12,41,-45,-34,46
15.81667,159,-262,45,99,-37,-16,102
15.825,254,-262,93,174,-26,10,177
15.83333,376,-261,160,270,-11,45,277
15.84167,529,-261,250,394,11,93,408
15.85,716,-261,370,550,40,157,576
15.85833,941,-260,526,740,80,239,787
15.86667,1202,-259,725,966,132,345,1045
15.875,1500,-259,970,1228,199,478,1352
15.88333,1832,-259,1271,1528,283,639,1711
15.89167,2194,-258,1632,1863,384,833,2123
15.9,2576,-258,2056,2227,506,1058,2584
15.90833,2969,-259,2543,2610,649,1313,3084
15.91667,3361,-260,3086,3003,813,1599,3613
15.925,3739,-260,3677,3393,996,1911,4156
15.93333,4090,-260,4303,3769,1193,2243,4696
15.94167,4398,-260,4950,4115,1402,2582,5215
15.95,4652,-260,5594,4419,1619,2920,5695
15.95833,4842,-261,6215,4670,1837,3244,6114
15.96667,4962,-261,6792,4860,2048,3545,6455
15.975,5014,-261,7299,4981,2244,3810,6707
15.98333,4997,-260,7719,5031,2417,4029,6865
15.99167,4914,-259,8036,5012,2561,4194,6922
16,4772,-259,8241,4928,2671,4299,6883
16.00833,4582,-260,8328,4786,2743,4342,6753
16.01667,4352,-261,8302,4596,2774,4326,6542
16.025,4096,-262,8169,4368,2767,4252,6262
16.03333,3825,-263,7939,4114,2723,4127,5933
16.04167,3548,-263,7627,3845,2647,3958,5570
16.05,3273,-264,7252,3570,2543,3756,5186
16.05833,3007,-264,6833,3297,2417,3535,4796
16.06667,2755,-263,6387,3032,2276,3301,4412
16.075,2521,-262,5929,2780,2125,3063,4045
16.08333,2306,-262,5476,2545,1969,2825,3700
16.09167,2111,-262,5039,2329,1816,2594,3381
16.1,1937,-263,4626,2133,1668,2376,3090
16.10833,1780,-264,4241,1954,1530,2173,2828
16.11667,1640,-265,3889,1793,1400,1986,2592
16.125,1513,-265,3570,1648,1281,1819,2381
16.13333,1398,-265,3282,1517,1173,1670,2194
16.14167,1294,-264,3024,1397,1074,1536,2026
16.15,1199,-263,2792,1289,987,1416,1876
16.15833,1110,-262,2581,1190,908,1307,1738
16.16667,1028,-263,2392,1099,836,1208,1612
16.175,951,-263,2219,1016,771,1118,1496
16.18333,878,-263,2059,938,714,1035,1387
16.19167,809,-264,1913,864,661,959,1286
16.2,744,-264,1777,794,613,889,1192
16.20833,684,-264,1651,728,568,824,1102
16.21667,625,-265,1534,667,525,762,1017
16.225,568,-265,1424,608,484,703,936
16.23333,515,-266,1318,553,446,647,858
16.24167,465,-266,1218,500,409,594,784
16.25,418,-265,1122,452,374,545,715
16.25833,374,-263,1030,408,342,498,648
16.26667,332,-264,945,367,311,454,587
16.275,292,-264,863,328,282,412,529
16.28333,254,-263,786,291,255,373,474
16.29167,222,-264,713,257,229,335,423
16.3,190,-264,644,224,204,298,376
16.30833,161,-263,580,193,182,264,332
16.31667,135,-264,519,165,159,232,292
16.325,112,-265,463,139,138,202,257
16.33333,93,-265,412,116,120,174,226
16.34167,75,-264,366,95,101,149,198
16.35,59,-264,325,76,84,126,174
16.35833,44,-264,289,59,69,106,152
16.36667,30,-265,256,45,56,86,134
16.375,16,-265,228,32,44,69,122
16.38333,5,-265,203,21,33,54,113
16.39167,-4,-265,182,12,24,39,109
16.4,-12,-265,167,5,16,27,110
16.40833,-19,-263,158,-1,8,17,115
16.41667,-25,-262,155,-5,1,9,125
16.425,-30,-261,157,-10,-3,1,141
16.43333,-34,-260,165,-12,-6,-5,162
16.44167,-37,-261,177,-14,-8,-10,186
16.45,-40,-261,193,-15,-10,-13,211
16.45833,-42,-260,214,-16,-11,-16,239
16.46667,-45,-260,237,-16,-12,-19,269
16.475,-46,-259,263,-16,-11,-20,301
16.48333,-47,-258,291,-13,-10,-20,333
16.49167,-46,-257,320,-10,-9,-20,363
16.5,-46,-256,347,-6,-8,-20,389
16.50833,-45,-256,374,-4,-6,-19,410
16.51667,-45,-256,399,-2,-4,-17,427
16.525,-44,-256,421,1,-2,-15,440
16.53333,-44,-256,442,3,2,-12,449
16.54167,-44,-255,460,6,7,-9,453
16.55,-44,-255,478,8,10,-6,455
16.55833,-43,-255,494,9,13,-1,456
16.56667,-41,-256,513,9,17,3,457
16.575,-41,-256,535,9,22,7,461
16.58333,-41,-255,563,10,27,11,469
16.59167,-42,-254,600,11,33,17,480
16.6,-43,-254,644,12,42,22,496
16.60833,-46,-255,698,12,51,30,518
16.61667,-47,-255,763,13,61,38,545
16.625,-48,-256,838,14,72,47,579
16.63333,-49,-257,923,14,84,56,617
16.64167,-49,-257,1016,16,97,65,659
16.65,-49,-257,1116,17,111,73,703
16.65833,-49,-256,1217,18,125,83,746
16.66667,-48,-256,1316,21,139,92,786
16.675,-46,-256,1409,25,153,102,823
16.68333,-42,-256,1496,29,167,112,854
16.69167,-38,-256,1573,35,181,119,878
16.7,-34,-257,1637,43,191,125,894
16.70833,-27,-257,1687,50,201,130,901
16.71667,-18,-256,1719,59,207,133,900
16.725,-8,-256,1735,70,213,137,892
16.73333,1,-255,1736,80,217,140,878
16.74167,11,-255,1725,91,217,142,858
16.75,22,-253,1706,103,216,143,834
16.75833,34,-252,1680,115,214,144,807
16.76667,43,-251,1651,128,213,145,778
16.775,52,-249,1624,139,211,147,749
16.78333,59,-246,1597,150,208,149,722
16.79167,65,-244,1570,159,205,152,693
16.8,70,-243,1547,165,203,156,665
16.80833,73,-241,1528,167,204,158,639
16.81667,75,-239,1510,169,204,160,613
16.825,74,-239,1492,167,205,162,588
16.83333,71,-238,1474,162,207,162,562
16.84167,66,-237,1453,156,208,161,535
16.85,58,-236,1426,147,207,160,507
16.85833,49,-235,1391,136,205,156,480
16.86667,39,-233,1348,122,203,149,450
16.875,29,-231,1297,109,198,142,419
16.88333,20,-231,1239,95,191,132,386
16.89167,10,-231,1174,79,183,123,354
16.9,0,-232,1104,65,173,112,322
16.90833,-11,-234,1032,51,162,100,292
16.91667,-20,-235,958,36,150,88,266
16.925,-27,-237,883,23,137,76,241
16.93333,-33,-238,810,11,123,64,216
16.94167,-38,-240,741,1,110,53,193
16.95,-44,-242,675,-9,98,43,171
16.95833,-48,-244,613,-17,86,33,150
16.96667,-53,-247,556,-24,74,25,131
16.975,-57,-248,504,-31,63,16,114
16.98333,-61,-249,456,-38,54,8,99
16.99167,-63,-251,413,-44,46,1,85
17,-65,-251,375,-49,37,-5,72
17.00833,-66,-251,340,-54,28,-11,59
17.01667,-67,-250,307,-58,20,-16,47
17.025,-70,-251,278,-61,13,-22,35
17.03333,-72,-251,251,-64,6,-26,26
17.04167,-73,-252,227,-69,0,-31,16
17.05,-73,-252,205,-73,-4,-35,8
17.05833,-74,-253,184,-76,-9,-38,0
17.06667,-73,-252,164,-78,-14,-40,-8
17.075,-74,-252,145,-81,-17,-44,-14
17.08333,-75,-253,127,-85,-20,-48,-20
17.09167,-76,-253,110,-87,-23,-51,-25
