HPLC.ID,sex,treatment,ID,conc.dnp,diet,days,Astaxanthin,B-Carotene,Hydroxyechinenone,volume,mass,asta.conc,b.carot.conc,hydroxy.conc,dietary.conc,ratio.conc,resp.min.mg,resp.min
195,F,Control,Control Female,2uM,algae,7,0.42396,0,0,0.05,0.025,0.84792,0,0,0,1,-71.2,-1.78
196,F,Control,Control Female,2uM,algae,7,0.38203,0,0,0.05,0.019,1.005342105,0,0,0,1,-72.63157895,-1.38
197,F,Control,Control Female,2uM,algae,7,0.22883,0,0,0.05,0.02,0.572075,0,0,0,1,-45,-0.9
198,M,Colorless,Colorless Male,none,yeast,INF,0.19717,0,0,0.015,0.024,0.12323125,0,0,0,1,-9.85208832,-0.23645012
199,M,Colorless,Colorless Male,none,yeast,INF,0.20798,0,0,0.015,0.034,0.091755882,0,0,0,1,-7.075951502,-0.240582351
200,M,Colorless,Colorless Male,none,yeast,INF,0.252,0,0,0.015,0.03,0.126,0,0,0,1,-13.34037092,-0.400211128
201,M,Colorless,Colorless Male,none,yeast,INF,0.19107,0,0,0.015,0.025,0.114642,0,0,0,1,-11.36972407,-0.284243102
202,M,Colorless,Colorless Male,none,yeast,INF,0.28233,0,0,0.015,0.028,0.151248214,0,0,0,1,-25.36192508,-0.710133902
203,M,Colorless,Colorless Male,none,yeast,INF,0.32807,0,0,0.015,0.026,0.189271154,0,0,0,1,-14.92062954,-0.387936368
204,F,Colorless,Colorless Female,none,yeast,INF,0.13129,0,0,0.015,0.024,0.08205625,0,0,0,1,-19.03106136,-0.456745473
205,F,Colorless,Colorless Female,none,yeast,INF,0.19206,0,0,0.015,0.018,0.16005,0,0,0,1,-20.83170252,-0.374970645
206,F,Colorless,Colorless Female,none,yeast,INF,0.18308,0,0,0.015,0.02,0.13731,0,0,0,1,-26.86044122,-0.537208824
207,F,Colorless,Colorless Female,none,yeast,INF,0.21137,0,0,0.015,0.026,0.121944231,0,0,0,1,-28.71769686,-0.746660118
208,F,Colorless,Colorless Female,none,yeast,INF,0.17598,0,0,0.015,0.022,0.119986364,0,0,0,1,-36.87673716,-0.811288217
209,F,Colorless,Colorless Female,none,yeast,INF,0.20219,0,0,0.015,0.021,0.144421429,0,0,0,1,-39.59689507,-0.831534797
